item_no,week,sold
10055.022025,5,36
10055.022025,6,48
10055.022025,7,12
10055.022025,8,12
10055.022025,9,0
10055.022025,10,68
10055.022025,11,0
10055.022025,12,0
10055.022025,13,0
10055.022025,14,0
10055.022025,15,84
10055.022025,16,0
10055.022025,17,228
10055.022025,18,0
10055.022025,19,0
10055.022025,20,100
10055.022025,21,0
10055.022025,22,0
10055.022025,23,0
10055.022025,24,0
10055.022025,25,12
10055.022025,26,60
10055.022025,27,0
10055.022025,28,0
10055.022025,29,0
10055.022025,30,0
10055.022025,31,0
10055.022025,32,0
10055.022025,33,0
10055.022025,34,0
10055.022025,35,420
10055.022025,36,10
10055.022025,37,0
10055.022025,38,0
10055.022025,39,0
10055.022025,40,0
10055.022025,41,0
10055.022025,42,360
10055.022025,43,0
10055.022025,44,0
10055.022025,45,0
10055.022025,46,0
10055.022025,47,0
10055.022025,48,8
10055.022025,49,12
10055.022025,50,0
10055.022025,51,0
10055.022025,52,0
10055.022025,53,0
10055.022424,0,24
10055.022424,1,96
10055.022424,2,24
10055.022424,3,108
10055.022424,4,96
10055.022424,5,12
10055.022424,6,37
10055.022424,7,0
10055.022424,8,108
10055.022424,9,0
10055.022424,10,48
10055.022424,11,96
10055.022424,12,114
10055.022424,13,84
10055.022424,14,12
10055.022424,15,0
10055.022424,16,0
10055.022424,17,180
10055.022424,18,0
10055.022424,19,42
10055.022424,20,84
10055.022424,21,0
10055.022424,22,0
10055.022424,23,18
10055.022424,24,120
10055.022424,25,0
10055.022424,26,0
10055.022424,27,48
10055.022424,28,0
10055.022424,29,72
10055.022424,30,0
10055.022424,31,0
10055.022424,32,60
10055.022424,33,36
10055.022424,34,0
10055.022424,35,540
10055.022424,36,0
10055.022424,37,0
10055.022424,38,0
10055.022424,39,12
10055.022424,40,0
10055.022424,41,0
10055.022424,42,0
10055.022424,43,0
10055.022424,44,0
10055.022424,45,0
10055.022424,46,0
10055.022424,47,0
10055.022424,48,0
10055.022424,49,0
10055.022424,50,0
10055.022424,51,0
10055.022424,52,0
10055.022424,53,0
10155.022020,0,0
10155.022020,1,0
10155.022020,2,0
10155.022020,3,0
10155.022020,4,0
10155.022020,5,0
10155.022020,6,0
10155.022020,7,2640
10155.022020,8,0
10155.022020,9,0
10155.022020,10,0
10155.022020,11,0
10155.022020,12,4992
10155.022020,13,0
10155.022020,14,0
10155.022020,15,0
10155.022020,16,5000
10155.022020,17,0
10155.022020,18,0
10155.022020,19,0
10155.022020,20,0
10155.022020,21,0
10155.022020,22,0
10155.022020,23,0
10155.022020,24,0
10155.022020,25,0
10155.022020,26,204
10155.022020,27,0
10155.022020,28,0
10155.022020,29,4992
10155.022020,30,0
10155.022020,31,8
10155.022020,32,0
10155.022020,33,0
10155.022020,34,0
10155.022020,35,0
10155.022020,36,0
10155.022020,37,0
10155.022020,38,0
10155.022020,39,0
10155.022020,40,0
10155.022020,41,0
10155.022020,42,0
10155.022020,43,0
10155.022020,44,0
10155.022020,45,0
10155.022020,46,0
10155.022020,47,0
10155.022020,48,0
10155.022020,49,0
10155.022020,50,0
10155.022020,51,0
10155.022020,52,0
10155.022020,53,0
10255.022020,0,0
10255.022020,1,0
10255.022020,2,0
10255.022020,3,0
10255.022020,4,0
10255.022020,5,0
10255.022020,6,516
10255.022020,7,0
10255.022020,8,0
10255.022020,9,0
10255.022020,10,0
10255.022020,11,0
10255.022020,12,0
10255.022020,13,0
10255.022020,14,0
10255.022020,15,0
10255.022020,16,0
10255.022020,17,0
10255.022020,18,0
10255.022020,19,0
10255.022020,20,0
10255.022020,21,0
10255.022020,22,0
10255.022020,23,0
10255.022020,24,0
10255.022020,25,0
10255.022020,26,0
10255.022020,27,0
10255.022020,28,0
10255.022020,29,0
10255.022020,30,0
10255.022020,31,0
10255.022020,32,0
10255.022020,33,0
10255.022020,34,0
10255.022020,35,0
10255.022020,36,0
10255.022020,37,0
10255.022020,38,0
10255.022020,39,0
10255.022020,40,0
10255.022020,41,0
10255.022020,42,0
10255.022020,43,0
10255.022020,44,0
10255.022020,45,0
10255.022020,46,0
10255.022020,47,0
10255.022020,48,0
10255.022020,49,0
10255.022020,50,0
10255.022020,51,0
10255.022020,52,0
10255.022020,53,0
107036048,0,86
107036048,1,0
107036048,2,60
107036048,3,80
107036048,4,86
107036048,5,6
107036048,6,4
107036048,7,16
107036048,8,60
107036048,9,12
107036048,10,60
107036048,11,0
107036048,12,0
107036048,13,0
107036048,14,60
107036048,15,36
107036048,16,40
107036048,17,0
107036048,18,0
107036048,19,100
107036048,20,38
107036048,21,24
107036048,22,0
107036048,23,46
107036048,24,0
107036048,25,32
107036048,26,18
107036048,27,100
107036048,28,0
107036048,29,20
107036048,30,0
107036048,31,38
107036048,32,88
107036048,33,3
107036048,34,21
107036048,35,120
107036048,36,14
107036048,37,45
107036048,38,80
107036048,39,0
107036048,40,0
107036048,41,12
107036048,42,0
107036048,43,106
107036048,44,10
107036048,45,26
107036048,46,1
107036048,47,8
107036048,48,21
107036048,49,52
107036048,50,0
107036048,51,0
107036048,52,40
107036048,53,8
11250.012025,0,0
11250.012025,1,96
11250.012025,2,0
11250.012025,3,0
11250.012025,4,36
11250.012025,5,12
11250.012025,6,0
11250.012025,7,0
11250.012025,8,0
11250.012025,9,0
11250.012025,10,12
11250.012025,11,0
11250.012025,12,0
11250.012025,13,144
11250.012025,14,12
11250.012025,15,0
11250.012025,16,0
11250.012025,17,0
11250.012025,18,144
11250.012025,19,0
11250.012025,20,0
11250.012025,21,0
11250.012025,22,0
11250.012025,23,60
11250.012025,24,0
11250.012025,25,0
11250.012025,26,0
11250.012025,27,0
11250.012025,28,0
11250.012025,29,0
11250.012025,30,0
11250.012025,31,0
11250.012025,32,0
11250.012025,33,0
11250.012025,34,0
11250.012025,35,0
11250.012025,36,0
11250.012025,37,0
11250.012025,38,0
11250.012025,39,0
11250.012025,40,0
11250.012025,41,0
11250.012025,42,0
11250.012025,43,0
11250.012025,44,0
11250.012025,45,0
11250.012025,46,0
11250.012025,47,0
11250.012025,48,0
11250.012025,49,0
11250.012025,50,0
11250.012025,51,0
11250.012025,52,0
11250.012025,53,0
1402101078,0,0
1402101078,1,0
1402101078,2,0
1402101078,3,300
1402101078,4,0
1402101078,5,0
1402101078,6,0
1402101078,7,0
1402101078,8,0
1402101078,9,0
1402101078,10,0
1402101078,11,0
1402101078,12,0
1402101078,13,0
1402101078,14,0
1402101078,15,0
1402101078,16,0
1402101078,17,0
1402101078,18,0
1402101078,19,0
1402101078,20,0
1402101078,21,0
1402101078,22,0
1402101078,23,0
1402101078,24,0
1402101078,25,0
1402101078,26,0
1402101078,27,0
1402101078,28,0
1402101078,29,0
1402101078,30,0
1402101078,31,0
1402101078,32,0
1402101078,33,0
1402101078,34,0
1402101078,35,300
1402101078,36,0
1402101078,37,0
1402101078,38,0
1402101078,39,0
1402101078,40,0
1402101078,41,0
1402101078,42,0
1402101078,43,0
1402101078,44,0
1402101078,45,0
1402101078,46,0
1402101078,47,0
1402101078,48,0
1402101078,49,0
1402101078,50,0
1402101078,51,0
1402101078,52,0
1402101078,53,0
153-2025,0,0
153-2025,1,0
153-2025,2,0
153-2025,3,0
153-2025,4,0
153-2025,5,0
153-2025,6,0
153-2025,7,0
153-2025,8,0
153-2025,9,0
153-2025,10,0
153-2025,11,0
153-2025,12,0
153-2025,13,0
153-2025,14,0
153-2025,15,0
153-2025,16,0
153-2025,17,0
153-2025,18,0
153-2025,19,0
153-2025,20,0
153-2025,21,0
153-2025,22,0
153-2025,23,0
153-2025,24,0
153-2025,25,12
153-2025,26,0
153-2025,27,0
153-2025,28,144
153-2025,29,0
153-2025,30,0
153-2025,31,0
153-2025,32,144
153-2025,33,0
153-2025,34,0
153-2025,35,0
153-2025,36,120
153-2025,37,24
153-2025,38,0
153-2025,39,144
153-2025,40,0
153-2025,41,120
153-2025,42,0
153-2025,43,0
153-2025,44,24
153-2025,45,144
153-2025,46,0
153-2025,47,0
153-2025,48,0
153-2025,49,0
153-2025,50,0
153-2025,51,0
153-2025,52,0
153-2025,53,144
153-2424,0,0
153-2424,1,232
153-2424,2,464
153-2424,3,280
153-2424,4,232
153-2424,5,0
153-2424,6,72
153-2424,7,232
153-2424,8,60
153-2424,9,0
153-2424,10,232
153-2424,11,33
153-2424,12,232
153-2424,13,0
153-2424,14,189
153-2424,15,24
153-2424,16,0
153-2424,17,133
153-2424,18,1051
153-2424,19,0
153-2424,20,464
153-2424,21,0
153-2424,22,696
153-2424,23,0
153-2424,24,0
153-2424,25,0
153-2424,26,232
153-2424,27,232
153-2424,28,232
153-2424,29,232
153-2424,30,232
153-2424,31,532
153-2424,32,0
153-2424,33,464
153-2424,34,262
153-2424,35,0
153-2424,36,292
153-2424,37,0
153-2424,38,232
153-2424,39,0
153-2424,40,232
153-2424,41,842
153-2424,42,0
153-2424,43,553
153-2424,44,138
153-2424,45,464
153-2424,46,0
153-2424,47,232
153-2424,48,464
153-2424,49,180
153-2424,50,524
153-2424,51,0
153-2424,52,0
153-2424,53,536
154-1212,0,28
154-1212,1,0
154-1212,2,0
154-1212,3,0
154-1212,4,0
154-1212,5,24
154-1212,6,0
154-1212,7,14
154-1212,8,0
154-1212,9,19
154-1212,10,0
154-1212,11,0
154-1212,12,0
154-1212,13,34
154-1212,14,0
154-1212,15,0
154-1212,16,14
154-1212,17,0
154-1212,18,0
154-1212,19,0
154-1212,20,13
154-1212,21,0
154-1212,22,0
154-1212,23,17
154-1212,24,0
154-1212,25,0
154-1212,26,312
154-1212,27,26
154-1212,28,0
154-1212,29,0
154-1212,30,0
154-1212,31,14
154-1212,32,0
154-1212,33,0
154-1212,34,0
154-1212,35,0
154-1212,36,30
154-1212,37,0
154-1212,38,0
154-1212,39,24
154-1212,40,0
154-1212,41,0
154-1212,42,37
154-1212,43,0
154-1212,44,22
154-1212,45,0
154-1212,46,0
154-1212,47,0
154-1212,48,23
154-1212,49,0
154-1212,50,0
154-1212,51,0
154-1212,52,15
154-1212,53,0
154-2020,0,0
154-2020,1,0
154-2020,2,0
154-2020,3,0
154-2020,4,0
154-2020,5,0
154-2020,6,0
154-2020,7,2
154-2020,8,0
154-2020,9,0
154-2020,10,0
154-2020,11,0
154-2020,12,0
154-2020,13,100
154-2020,14,0
154-2020,15,0
154-2020,16,400
154-2020,17,0
154-2020,18,0
154-2020,19,400
154-2020,20,0
154-2020,21,0
154-2020,22,0
154-2020,23,0
154-2020,24,0
154-2020,25,0
154-2020,26,0
154-2020,27,8
154-2020,28,0
154-2020,29,0
154-2020,30,0
154-2020,31,300
154-2020,32,0
154-2020,33,0
154-2020,34,0
154-2020,35,2
154-2020,36,0
154-2020,37,0
154-2020,38,0
154-2020,39,8
154-2020,40,0
154-2020,41,0
154-2020,42,0
154-2020,43,0
154-2020,44,0
154-2020,45,0
154-2020,46,0
154-2020,47,0
154-2020,48,0
154-2020,49,0
154-2020,50,0
154-2020,51,0
154-2020,52,0
154-2020,53,400
154-2424,0,0
154-2424,1,528
154-2424,2,528
154-2424,3,252
154-2424,4,48
154-2424,5,0
154-2424,6,385
154-2424,7,0
154-2424,8,0
154-2424,9,600
154-2424,10,48
154-2424,11,80
154-2424,12,0
154-2424,13,385
154-2424,14,48
154-2424,15,504
154-2424,16,588
154-2424,17,216
154-2424,18,423
154-2424,19,0
154-2424,20,480
154-2424,21,0
154-2424,22,0
154-2424,23,672
154-2424,24,480
154-2424,25,0
154-2424,26,192
154-2424,27,192
154-2424,28,0
154-2424,29,0
154-2424,30,533
154-2424,31,0
154-2424,32,192
154-2424,33,0
154-2424,34,384
154-2424,35,216
154-2424,36,433
154-2424,37,0
154-2424,38,288
154-2424,39,0
154-2424,40,380
154-2424,41,48
154-2424,42,432
154-2424,43,0
154-2424,44,0
154-2424,45,0
154-2424,46,0
154-2424,47,384
154-2424,48,384
154-2424,49,0
154-2424,50,0
154-2424,51,12
154-2424,52,868
154-2424,53,0
154-2424B,0,0
154-2424B,1,0
154-2424B,2,0
154-2424B,3,576
154-2424B,4,0
154-2424B,5,0
154-2424B,6,0
154-2424B,7,0
154-2424B,8,0
154-2424B,9,0
154-2424B,10,0
154-2424B,11,0
154-2424B,12,0
154-2424B,13,0
154-2424B,14,0
154-2424B,15,0
154-2424B,16,0
154-2424B,17,0
154-2424B,18,0
154-2424B,19,0
154-2424B,20,0
154-2424B,21,0
154-2424B,22,0
154-2424B,23,0
154-2424B,24,0
154-2424B,25,0
154-2424B,26,0
154-2424B,27,0
154-2424B,28,0
154-2424B,29,0
154-2424B,30,0
154-2424B,31,0
154-2424B,32,0
154-2424B,33,0
154-2424B,34,0
154-2424B,35,0
154-2424B,36,0
154-2424B,37,0
154-2424B,38,0
154-2424B,39,0
154-2424B,40,0
154-2424B,41,0
154-2424B,42,0
154-2424B,43,0
154-2424B,44,0
154-2424B,45,0
154-2424B,46,0
154-2424B,47,0
154-2424B,48,0
154-2424B,49,0
154-2424B,50,0
154-2424B,51,0
154-2424B,52,0
154-2424B,53,0
154-2424BB,0,0
154-2424BB,1,0
154-2424BB,2,0
154-2424BB,3,0
154-2424BB,4,168
154-2424BB,5,0
154-2424BB,6,408
154-2424BB,7,0
154-2424BB,8,0
154-2424BB,9,0
154-2424BB,10,0
154-2424BB,11,0
154-2424BB,12,0
154-2424BB,13,0
154-2424BB,14,0
154-2424BB,15,0
154-2424BB,16,0
154-2424BB,17,0
154-2424BB,18,0
154-2424BB,19,0
154-2424BB,20,0
154-2424BB,21,432
154-2424BB,22,0
154-2424BB,23,0
154-2424BB,24,0
154-2424BB,25,408
154-2424BB,26,0
154-2424BB,27,0
154-2424BB,28,0
154-2424BB,29,0
154-2424BB,30,0
154-2424BB,31,384
154-2424BB,32,0
154-2424BB,33,0
154-2424BB,34,0
154-2424BB,35,816
154-2424BB,36,0
154-2424BB,37,0
154-2424BB,38,0
154-2424BB,39,288
154-2424BB,40,0
154-2424BB,41,72
154-2424BB,42,0
154-2424BB,43,0
154-2424BB,44,336
154-2424BB,45,240
154-2424BB,46,0
154-2424BB,47,0
154-2424BB,48,0
154-2424BB,49,48
154-2424BB,50,0
154-2424BB,51,0
154-2424BB,52,0
154-2424BB,53,0
155002-43,0,0
155002-43,1,0
155002-43,2,0
155002-43,3,0
155002-43,4,0
155002-43,5,0
155002-43,6,0
155002-43,7,0
155002-43,8,0
155002-43,9,0
155002-43,10,0
155002-43,11,0
155002-43,12,0
155002-43,13,0
155002-43,14,0
155002-43,15,0
155002-43,16,0
155002-43,17,0
155002-43,18,96
155002-43,19,0
155002-43,20,87
155002-43,21,2
155002-43,22,0
155002-43,23,0
155002-43,24,72
155002-43,25,0
155002-43,26,0
155002-43,27,0
155002-43,28,88
155002-43,29,0
155002-43,30,0
155002-43,31,88
155002-43,32,0
155002-43,33,0
155002-43,34,93
155002-43,35,0
155002-43,36,7
155002-43,37,120
155002-43,38,0
155002-43,39,88
155002-43,40,0
155002-43,41,0
155002-43,42,0
155002-43,43,4
155002-43,44,88
155002-43,45,88
155002-43,46,0
155002-43,47,0
155002-43,48,0
155002-43,49,0
155002-43,50,0
155002-43,51,84
155002-43,52,92
155002-43,53,0
155597-43,0,0
155597-43,1,0
155597-43,2,0
155597-43,3,0
155597-43,4,0
155597-43,5,0
155597-43,6,0
155597-43,7,0
155597-43,8,0
155597-43,9,0
155597-43,10,0
155597-43,11,0
155597-43,12,0
155597-43,13,0
155597-43,14,0
155597-43,15,0
155597-43,16,0
155597-43,17,0
155597-43,18,0
155597-43,19,0
155597-43,20,84
155597-43,21,0
155597-43,22,0
155597-43,23,0
155597-43,24,84
155597-43,25,3
155597-43,26,0
155597-43,27,0
155597-43,28,88
155597-43,29,0
155597-43,30,14
155597-43,31,88
155597-43,32,0
155597-43,33,0
155597-43,34,208
155597-43,35,0
155597-43,36,4
155597-43,37,126
155597-43,38,0
155597-43,39,88
155597-43,40,0
155597-43,41,0
155597-43,42,88
155597-43,43,0
155597-43,44,88
155597-43,45,0
155597-43,46,0
155597-43,47,0
155597-43,48,0
155597-43,49,0
155597-43,50,0
155597-43,51,88
155597-43,52,88
155597-43,53,0
1836BKFMP18,0,0
1836BKFMP18,1,125
1836BKFMP18,2,0
1836BKFMP18,3,75
1836BKFMP18,4,0
1836BKFMP18,5,0
1836BKFMP18,6,0
1836BKFMP18,7,100
1836BKFMP18,8,0
1836BKFMP18,9,0
1836BKFMP18,10,100
1836BKFMP18,11,0
1836BKFMP18,12,0
1836BKFMP18,13,50
1836BKFMP18,14,0
1836BKFMP18,15,0
1836BKFMP18,16,0
1836BKFMP18,17,125
1836BKFMP18,18,0
1836BKFMP18,19,0
1836BKFMP18,20,125
1836BKFMP18,21,0
1836BKFMP18,22,0
1836BKFMP18,23,50
1836BKFMP18,24,0
1836BKFMP18,25,0
1836BKFMP18,26,100
1836BKFMP18,27,0
1836BKFMP18,28,0
1836BKFMP18,29,0
1836BKFMP18,30,100
1836BKFMP18,31,0
1836BKFMP18,32,0
1836BKFMP18,33,100
1836BKFMP18,34,0
1836BKFMP18,35,0
1836BKFMP18,36,100
1836BKFMP18,37,0
1836BKFMP18,38,50
1836BKFMP18,39,0
1836BKFMP18,40,50
1836BKFMP18,41,100
1836BKFMP18,42,25
1836BKFMP18,43,25
1836BKFMP18,44,0
1836BKFMP18,45,50
1836BKFMP18,46,0
1836BKFMP18,47,0
1836BKFMP18,48,0
1836BKFMP18,49,0
1836BKFMP18,50,50
1836BKFMP18,51,0
1836BKFMP18,52,0
1836BKFMP18,53,0
18P-IB,0,64
18P-IB,1,0
18P-IB,2,0
18P-IB,3,0
18P-IB,4,0
18P-IB,5,61
18P-IB,6,0
18P-IB,7,55
18P-IB,8,0
18P-IB,9,0
18P-IB,10,51
18P-IB,11,0
18P-IB,12,0
18P-IB,13,0
18P-IB,14,51
18P-IB,15,51
18P-IB,16,0
18P-IB,17,0
18P-IB,18,55
18P-IB,19,0
18P-IB,20,0
18P-IB,21,0
18P-IB,22,0
18P-IB,23,0
18P-IB,24,0
18P-IB,25,104
18P-IB,26,0
18P-IB,27,0
18P-IB,28,55
18P-IB,29,0
18P-IB,30,0
18P-IB,31,0
18P-IB,32,0
18P-IB,33,51
18P-IB,34,54
18P-IB,35,56
18P-IB,36,0
18P-IB,37,0
18P-IB,38,52
18P-IB,39,0
18P-IB,40,0
18P-IB,41,0
18P-IB,42,0
18P-IB,43,106
18P-IB,44,0
18P-IB,45,0
18P-IB,46,54
18P-IB,47,0
18P-IB,48,51
18P-IB,49,0
18P-IB,50,0
18P-IB,51,51
18P-IB,52,0
18P-IB,53,76
19R10GV,0,0
19R10GV,1,0
19R10GV,2,0
19R10GV,3,0
19R10GV,4,0
19R10GV,5,300
19R10GV,6,0
19R10GV,7,0
19R10GV,8,0
19R10GV,9,0
19R10GV,10,0
19R10GV,11,0
19R10GV,12,0
19R10GV,13,0
19R10GV,14,0
19R10GV,15,0
19R10GV,16,0
19R10GV,17,0
19R10GV,18,0
19R10GV,19,0
19R10GV,20,0
19R10GV,21,0
19R10GV,22,0
19R10GV,23,0
19R10GV,24,0
19R10GV,25,0
19R10GV,26,0
19R10GV,27,0
19R10GV,28,0
19R10GV,29,0
19R10GV,30,0
19R10GV,31,0
19R10GV,32,0
19R10GV,33,0
19R10GV,34,0
19R10GV,35,300
19R10GV,36,0
19R10GV,37,0
19R10GV,38,0
19R10GV,39,0
19R10GV,40,0
19R10GV,41,0
19R10GV,42,0
19R10GV,43,0
19R10GV,44,0
19R10GV,45,0
19R10GV,46,0
19R10GV,47,0
19R10GV,48,0
19R10GV,49,0
19R10GV,50,0
19R10GV,51,0
19R10GV,52,0
19R10GV,53,0
19R20GV,0,0
19R20GV,1,0
19R20GV,2,0
19R20GV,3,0
19R20GV,4,0
19R20GV,5,0
19R20GV,6,0
19R20GV,7,450
19R20GV,8,0
19R20GV,9,0
19R20GV,10,0
19R20GV,11,450
19R20GV,12,0
19R20GV,13,0
19R20GV,14,0
19R20GV,15,0
19R20GV,16,0
19R20GV,17,0
19R20GV,18,0
19R20GV,19,0
19R20GV,20,0
19R20GV,21,0
19R20GV,22,0
19R20GV,23,0
19R20GV,24,0
19R20GV,25,0
19R20GV,26,450
19R20GV,27,0
19R20GV,28,0
19R20GV,29,0
19R20GV,30,0
19R20GV,31,0
19R20GV,32,0
19R20GV,33,0
19R20GV,34,0
19R20GV,35,0
19R20GV,36,150
19R20GV,37,300
19R20GV,38,0
19R20GV,39,0
19R20GV,40,0
19R20GV,41,600
19R20GV,42,0
19R20GV,43,150
19R20GV,44,0
19R20GV,45,0
19R20GV,46,0
19R20GV,47,0
19R20GV,48,0
19R20GV,49,0
19R20GV,50,0
19R20GV,51,0
19R20GV,52,0
19R20GV,53,450
19R20V,0,0
19R20V,1,0
19R20V,2,0
19R20V,3,0
19R20V,4,0
19R20V,5,0
19R20V,6,0
19R20V,7,0
19R20V,8,180
19R20V,9,0
19R20V,10,0
19R20V,11,0
19R20V,12,0
19R20V,13,0
19R20V,14,0
19R20V,15,0
19R20V,16,0
19R20V,17,0
19R20V,18,180
19R20V,19,0
19R20V,20,0
19R20V,21,0
19R20V,22,0
19R20V,23,0
19R20V,24,0
19R20V,25,180
19R20V,26,0
19R20V,27,0
19R20V,28,0
19R20V,29,0
19R20V,30,0
19R20V,31,0
19R20V,32,0
19R20V,33,0
19R20V,34,0
19R20V,35,0
19R20V,36,0
19R20V,37,195
19R20V,38,0
19R20V,39,0
19R20V,40,0
19R20V,41,0
19R20V,42,165
19R20V,43,0
19R20V,44,0
19R20V,45,0
19R20V,46,0
19R20V,47,0
19R20V,48,180
19R20V,49,0
19R20V,50,180
19R20V,51,0
19R20V,52,0
19R20V,53,0
19R30GV,0,0
19R30GV,1,0
19R30GV,2,0
19R30GV,3,0
19R30GV,4,0
19R30GV,5,0
19R30GV,6,0
19R30GV,7,150
19R30GV,8,0
19R30GV,9,0
19R30GV,10,0
19R30GV,11,0
19R30GV,12,0
19R30GV,13,0
19R30GV,14,0
19R30GV,15,0
19R30GV,16,0
19R30GV,17,0
19R30GV,18,0
19R30GV,19,0
19R30GV,20,0
19R30GV,21,0
19R30GV,22,0
19R30GV,23,0
19R30GV,24,0
19R30GV,25,0
19R30GV,26,225
19R30GV,27,0
19R30GV,28,0
19R30GV,29,0
19R30GV,30,0
19R30GV,31,0
19R30GV,32,0
19R30GV,33,0
19R30GV,34,0
19R30GV,35,0
19R30GV,36,150
19R30GV,37,0
19R30GV,38,0
19R30GV,39,0
19R30GV,40,0
19R30GV,41,0
19R30GV,42,450
19R30GV,43,0
19R30GV,44,0
19R30GV,45,0
19R30GV,46,0
19R30GV,47,0
19R30GV,48,0
19R30GV,49,0
19R30GV,50,0
19R30GV,51,0
19R30GV,52,0
19R30GV,53,0
200830,0,0
200830,1,0
200830,2,0
200830,3,0
200830,4,0
200830,5,0
200830,6,0
200830,7,0
200830,8,0
200830,9,3000
200830,10,0
200830,11,0
200830,12,0
200830,13,0
200830,14,0
200830,15,0
200830,16,3000
200830,17,3000
200830,18,0
200830,19,0
200830,20,5000
200830,21,0
200830,22,0
200830,23,0
200830,24,0
200830,25,0
200830,26,0
200830,27,0
200830,28,5000
200830,29,0
200830,30,0
200830,31,6500
200830,32,0
200830,33,0
200830,34,0
200830,35,0
200830,36,0
200830,37,5000
200830,38,0
200830,39,0
200830,40,0
200830,41,0
200830,42,0
200830,43,0
200830,44,0
200830,45,5000
200830,46,0
200830,47,0
200830,48,0
200830,49,0
200830,50,0
200830,51,0
200830,52,0
200830,53,0
200833,0,1200
200833,1,0
200833,2,0
200833,3,0
200833,4,0
200833,5,0
200833,6,0
200833,7,0
200833,8,0
200833,9,1000
200833,10,0
200833,11,0
200833,12,0
200833,13,0
200833,14,0
200833,15,0
200833,16,1000
200833,17,0
200833,18,0
200833,19,0
200833,20,0
200833,21,0
200833,22,0
200833,23,0
200833,24,0
200833,25,0
200833,26,0
200833,27,0
200833,28,0
200833,29,0
200833,30,0
200833,31,0
200833,32,0
200833,33,0
200833,34,0
200833,35,0
200833,36,0
200833,37,1000
200833,38,1000
200833,39,0
200833,40,0
200833,41,0
200833,42,0
200833,43,0
200833,44,0
200833,45,2000
200833,46,0
200833,47,0
200833,48,0
200833,49,0
200833,50,0
200833,51,0
200833,52,0
200833,53,0
2090-23.535.5,0,0
2090-23.535.5,1,0
2090-23.535.5,2,0
2090-23.535.5,3,0
2090-23.535.5,4,0
2090-23.535.5,5,0
2090-23.535.5,6,0
2090-23.535.5,7,256
2090-23.535.5,8,0
2090-23.535.5,9,0
2090-23.535.5,10,0
2090-23.535.5,11,0
2090-23.535.5,12,0
2090-23.535.5,13,0
2090-23.535.5,14,0
2090-23.535.5,15,0
2090-23.535.5,16,0
2090-23.535.5,17,0
2090-23.535.5,18,0
2090-23.535.5,19,0
2090-23.535.5,20,0
2090-23.535.5,21,0
2090-23.535.5,22,0
2090-23.535.5,23,0
2090-23.535.5,24,0
2090-23.535.5,25,0
2090-23.535.5,26,0
2090-23.535.5,27,0
2090-23.535.5,28,0
2090-23.535.5,29,0
2090-23.535.5,30,0
2090-23.535.5,31,0
2090-23.535.5,32,0
2090-23.535.5,33,0
